session_id,user_id,start_time,end_time,session_duration_s,page_views,page_sequence,entry_page,exit_page,bounce,referrer,device,country,conversion
bb6e575c-302f-4ac2-96b2-dfd3d61d64fb,user_07023,2026-05-18T21:57:00,2026-05-18T21:58:03,63,4,/pricing|/pricing|/home|/pricing,/pricing,/pricing,0,google,desktop,Other,0
cb4e1bec-66b0-48d8-90fb-7aa333a744be,user_02909,2025-12-29T16:18:00,2025-12-29T16:18:16,16,1,/home,/home,/home,1,newsletter,mobile,Other,0
64982faf-3b83-4a13-af06-ee87e6e6f7ac,user_05910,2026-03-23T18:34:00,2026-03-23T18:34:58,58,3,/|/blog/post-2|/home,/,/home,0,google,desktop,US,0
006d3414-682a-46a6-a42e-a41a2c4469a5,user_04503,2026-03-12T03:51:00,2026-03-12T03:52:25,85,5,/signup|/blog|/help|/signup|/blog/post-2,/signup,/blog/post-2,0,google,desktop,US,1
b2d5d7d3-516f-4741-a9a3-c9269ab0070d,user_04057,2025-10-03T19:36:00,2025-10-03T19:37:37,97,4,/pricing|/login|/features|/settings,/pricing,/settings,0,newsletter,desktop,IN,0
5a54df56-76b2-46d0-9828-0829836ed7b5,user_02973,2025-11-11T13:46:00,2025-11-11T13:47:18,78,3,/blog|/pricing|/,/blog,/,0,google,mobile,CA,0
ab0cbefb-c655-4af3-9924-c9c9026c9fda,user_07826,2026-04-05T03:46:00,2026-04-05T03:46:19,19,1,/signup,/signup,/signup,1,newsletter,desktop,Other,1
cc25f0eb-90bc-4643-8653-4ad619ff6e94,user_05191,2025-09-22T09:22:00,2025-09-22T09:23:06,66,4,/home|/blog/post-2|/blog/post-1|/contact,/home,/contact,0,google,desktop,US,0
6ad07183-15af-47b8-83b5-08372c6214e9,user_00713,2025-12-21T10:14:00,2025-12-21T10:14:05,5,1,/features,/features,/features,1,newsletter,desktop,BR,0
a88d9278-5ce5-4423-bd31-1de2c41e96c9,user_02954,2025-09-08T21:20:00,2025-09-08T21:21:26,86,4,/home|/blog|/pricing|/features,/home,/features,0,google,desktop,GB,0
053afbe3-6670-4b7d-8f44-9ec5b781ecde,user_03642,2025-07-04T00:05:00,2025-07-04T00:05:34,34,1,/features,/features,/features,1,google,mobile,US,0
877efe9f-ea39-4798-a7e2-bacde49cc1ee,user_05057,2026-01-11T18:55:00,2026-01-11T18:55:39,39,2,/signup|/blog/post-2,/signup,/blog/post-2,0,google,desktop,IN,1
d2602dd1-6b7a-47eb-90b0-e2990b952a36,user_01557,2026-05-31T23:50:00,2026-05-31T23:50:41,41,2,/pricing|/signup,/pricing,/signup,0,google,mobile,US,1
48e3c770-f8a2-42ab-b8d5-93466df9639c,user_04737,2025-07-15T07:50:00,2025-07-15T07:50:43,43,2,/features|/signup,/features,/signup,0,google,mobile,US,1
9c7cce40-670b-4913-b7ae-53559e185060,user_04708,2026-02-27T15:56:00,2026-02-27T15:57:44,104,5,/blog|/login|/help|/contact|/pricing,/blog,/pricing,0,newsletter,desktop,BR,0
b3af6031-6812-49d9-9d55-389bf99b7c39,user_05545,2026-05-22T16:28:00,2026-05-22T16:28:55,55,3,/features|/blog/post-2|/blog/post-1,/features,/blog/post-1,0,google,mobile,DE,0
6f96b3f9-4397-4c80-a25e-cde6e90b0898,user_01819,2026-05-11T03:44:00,2026-05-11T03:45:16,76,3,/home|/help|/dashboard,/home,/dashboard,0,google,desktop,US,0
11208065-1ff9-490b-8409-9d26a7ab786d,user_07447,2026-03-18T07:00:00,2026-03-18T07:00:33,33,2,/features|/blog/post-2,/features,/blog/post-2,0,direct,mobile,Other,0
1781b3c8-d1a2-4ed8-bf6c-b9aca4f49422,user_06999,2025-09-26T13:33:00,2025-09-26T13:34:28,88,4,/blog|/|/login|/contact,/blog,/contact,0,newsletter,mobile,DE,0
7c400296-3d42-486a-8b4d-efa2f12e8f9e,user_02083,2025-06-10T12:05:00,2025-06-10T12:06:14,74,3,/home|/dashboard|/features,/home,/features,0,google,desktop,US,0
001a9144-453f-4a8d-9162-51b5059f140e,user_00994,2025-07-28T08:47:00,2025-07-28T08:48:06,66,3,/home|/home|/help,/home,/help,0,newsletter,desktop,US,0
526922bc-2068-4c80-989e-28e939af5ea3,user_05033,2025-10-17T23:47:00,2025-10-17T23:48:11,71,4,/signup|/settings|/dashboard|/dashboard,/signup,/dashboard,0,google,mobile,US,1
ae8517e8-b9c2-4018-aa14-0b12afff039f,user_07110,2025-11-05T01:52:00,2025-11-05T01:52:57,57,3,/pricing|/pricing|/blog/post-1,/pricing,/blog/post-1,0,ad,desktop,US,0
fc13f0cd-bb6f-4c98-9ddc-f39755e73777,user_05805,2025-12-27T21:23:00,2025-12-27T21:23:36,36,1,/,/,/,1,direct,desktop,US,0
4e8b1db1-e7e4-4983-a150-f1c27829921a,user_03463,2025-11-28T00:58:00,2025-11-28T00:58:49,49,3,/home|/help|/help,/home,/help,0,google,mobile,US,0
9ba1cff5-9780-492b-8f44-0e9ada8c50ad,user_05023,2026-02-24T09:25:00,2026-02-24T09:26:21,81,3,/features|/help|/help,/features,/help,0,newsletter,mobile,CA,0
97525d73-ffb4-41ff-a20a-fab2e8e62d25,user_05084,2025-08-30T17:43:00,2025-08-30T17:44:16,76,3,/pricing|/blog/post-1|/,/pricing,/,0,google,mobile,GB,0
a26d401b-345a-46f0-9d58-cbc0efbcc65c,user_00603,2025-09-02T10:47:00,2025-09-02T10:48:14,74,4,/home|/signup|/pricing|/signup,/home,/signup,0,facebook,mobile,Other,1
d9a5da5d-a99d-41dc-94e3-dd8742a46c2d,user_03379,2025-10-03T22:00:00,2025-10-03T22:00:49,49,3,/pricing|/blog/post-1|/home,/pricing,/home,0,ad,desktop,US,0
206e7f57-1d1f-4abd-8ebf-0ac8f9088034,user_04944,2026-02-10T02:59:00,2026-02-10T03:00:45,105,5,/|/settings|/blog/post-2|/blog|/login,/,/login,0,newsletter,desktop,US,0
3e5a919f-073b-41a1-8113-29bf92d921ef,user_02890,2025-12-01T07:05:00,2025-12-01T07:06:06,66,3,/features|/help|/,/features,/,0,google,desktop,AU,0
14ec187a-ae1b-40ab-971c-97181b808d07,user_03969,2026-02-27T22:07:00,2026-02-27T22:07:25,25,3,/|/signup|/pricing,/,/pricing,0,direct,desktop,CA,1
95145a1f-e85b-488b-a196-62d52989f2b4,user_01567,2025-10-31T04:39:00,2025-10-31T04:39:26,26,2,/pricing|/settings,/pricing,/settings,0,direct,desktop,US,0
209c1a19-46d7-417a-b937-7df2731ed951,user_01816,2026-05-07T06:51:00,2026-05-07T06:51:36,36,1,/features,/features,/features,1,facebook,desktop,US,0
76c95037-2f24-4625-9ac8-db775f6db1da,user_01424,2026-03-04T13:29:00,2026-03-04T13:29:43,43,3,/blog|/dashboard|/home,/blog,/home,0,newsletter,mobile,Other,0
5ba1fdcb-3564-441a-a064-7a8a06e93927,user_03733,2026-03-18T18:06:00,2026-03-18T18:07:01,61,2,/blog|/,/blog,/,0,twitter,desktop,Other,0
390e8aef-5da2-4ad0-8145-90e2739a3e13,user_05875,2025-06-10T23:15:00,2025-06-10T23:16:34,94,4,/signup|/features|/help|/features,/signup,/features,0,google,desktop,GB,1
60e8de30-e7fa-4e43-8368-9382227e2469,user_03000,2025-09-22T09:54:00,2025-09-22T09:54:51,51,3,/signup|/blog/post-2|/help,/signup,/help,0,google,desktop,US,1
c5ec6fef-34e2-4ab6-bf97-aa32864aade6,user_05621,2026-03-11T23:57:00,2026-03-11T23:58:26,86,5,/blog|/login|/contact|/pricing|/dashboard,/blog,/dashboard,0,google,desktop,GB,0
1b9c9d38-1f62-41d8-98ab-c176208083cc,user_02857,2025-10-11T04:01:00,2025-10-11T04:01:56,56,2,/home|/blog/post-1,/home,/blog/post-1,0,google,desktop,US,0
079a4bbc-4cd3-4e7a-b11d-baba340fe0c3,user_07026,2025-09-28T13:31:00,2025-09-28T13:32:07,67,3,/|/features|/features,/,/features,0,direct,desktop,US,0
07e333f5-148f-428d-ad03-d6123066a637,user_06293,2026-05-27T02:25:00,2026-05-27T02:26:00,60,2,/blog|/settings,/blog,/settings,0,direct,mobile,GB,0
a66f21dc-a3f3-4304-a1b1-7613053556d3,user_06126,2025-07-01T01:51:00,2025-07-01T01:52:19,79,5,/|/dashboard|/|/blog/post-1|/blog/post-1,/,/blog/post-1,0,facebook,mobile,BR,0
51022698-b6f2-45f7-aa37-acb224fd9a88,user_03754,2025-07-25T17:23:00,2025-07-25T17:23:08,8,2,/pricing|/,/pricing,/,0,facebook,desktop,Other,0
12dadc2c-ef29-40d0-aa4e-28acdf90bda9,user_06221,2025-10-13T06:40:00,2025-10-13T06:40:43,43,2,/features|/blog,/features,/blog,0,google,desktop,US,0
32b537f4-3490-442d-bc79-73266231bd56,user_01304,2026-05-08T00:40:00,2026-05-08T00:40:39,39,1,/blog,/blog,/blog,1,direct,desktop,US,0
b70f5e77-396d-4c75-99e0-924df551b738,user_06213,2026-02-22T00:57:00,2026-02-22T00:57:44,44,3,/signup|/login|/home,/signup,/home,0,direct,desktop,IN,1
9631bb1e-1061-4a59-971e-42d8c03e21b7,user_07216,2025-09-20T23:19:00,2025-09-20T23:19:55,55,3,/home|/help|/signup,/home,/signup,0,direct,desktop,US,1
add15e76-9024-48e3-b280-a8dbe4473381,user_04166,2025-11-24T05:31:00,2025-11-24T05:32:04,64,3,/signup|/settings|/signup,/signup,/signup,0,newsletter,desktop,IN,1
0057b551-7e08-4064-a402-f2bcd61b53c1,user_03969,2026-01-02T11:16:00,2026-01-02T11:17:29,89,4,/home|/blog/post-2|/blog/post-2|/blog/post-1,/home,/blog/post-1,0,google,desktop,US,0
161a2819-fbfb-4f1f-a82f-a0f50761c6e5,user_03625,2025-12-30T11:27:00,2025-12-30T11:28:17,77,3,/home|/blog/post-1|/login,/home,/login,0,direct,desktop,GB,0
e1004ea7-1e2f-434f-8ba3-13871c01868a,user_05493,2025-09-30T02:34:00,2025-09-30T02:35:18,78,3,/home|/blog/post-2|/login,/home,/login,0,google,desktop,AU,0
e18b767e-dd1e-4bb6-9aa5-bde13e2cf3b8,user_06825,2025-11-24T05:53:00,2025-11-24T05:53:30,30,3,/blog|/contact|/blog/post-1,/blog,/blog/post-1,0,google,desktop,US,0
7fea6ac0-a787-4472-a99c-6c9659534df2,user_00804,2026-02-05T13:27:00,2026-02-05T13:27:28,28,2,/home|/home,/home,/home,0,facebook,desktop,GB,0
bd7aee54-a5e9-4e64-85eb-5e6fb93b4a7b,user_04851,2025-09-09T20:55:00,2025-09-09T20:55:32,32,1,/,/,/,1,ad,desktop,JP,0
e662276b-0152-4b67-95cb-16f3cdf31d7a,user_06573,2025-08-29T13:06:00,2025-08-29T13:08:15,135,6,/blog|/pricing|/signup|/blog/post-2|/blog/post-1|/pricing,/blog,/pricing,0,direct,mobile,US,1
8748b1a0-d5ca-47c2-9453-d34cba88c3b4,user_03453,2026-04-10T22:03:00,2026-04-10T22:04:22,82,3,/pricing|/login|/dashboard,/pricing,/dashboard,0,direct,desktop,US,0
2335cf82-150a-41a9-8bf0-f715df1263cc,user_01640,2026-03-04T12:36:00,2026-03-04T12:38:17,137,6,/pricing|/blog/post-2|/blog/post-2|/blog|/settings|/help,/pricing,/help,0,direct,tablet,CA,0
b0bc22ec-d6fe-42ff-8a3d-504259e37cdb,user_05535,2025-07-17T13:42:00,2025-07-17T13:43:20,80,4,/signup|/settings|/blog|/help,/signup,/help,0,google,desktop,US,1
b1b67807-84eb-48d2-9699-a046ec363fbf,user_02417,2026-01-23T06:00:00,2026-01-23T06:00:49,49,3,/pricing|/dashboard|/home,/pricing,/home,0,twitter,mobile,US,0
6177b83d-e926-4f7a-a13e-50a9d31a33d2,user_05164,2026-03-15T09:29:00,2026-03-15T09:30:34,94,6,/|/contact|/home|/home|/settings|/,/,/,0,facebook,mobile,Other,0
04595396-deec-4a65-930d-75012983d203,user_01550,2025-10-22T18:38:00,2025-10-22T18:40:31,151,6,/features|/dashboard|/blog/post-2|/home|/signup|/help,/features,/help,0,google,mobile,GB,1
2d02664e-82c8-48c4-b4f3-343ef475f89c,user_03005,2026-04-17T17:04:00,2026-04-17T17:05:33,93,5,/|/contact|/dashboard|/login|/home,/,/home,0,direct,desktop,US,0
d20db10b-afb5-4a9f-861a-60c2daf6be03,user_07572,2026-04-21T10:26:00,2026-04-21T10:27:55,115,6,/home|/settings|/signup|/login|/dashboard|/contact,/home,/contact,0,direct,mobile,US,1
acdd3eb3-d34e-4677-942a-555eae75c790,user_03624,2025-11-21T13:09:00,2025-11-21T13:10:40,100,4,/features|/|/settings|/blog,/features,/blog,0,newsletter,desktop,IN,0
fe80bbd9-3596-4416-9559-3c79922a5903,user_05433,2025-08-08T17:41:00,2025-08-08T17:41:05,5,1,/signup,/signup,/signup,1,ad,desktop,CA,1
603ddd68-c9bb-4391-ab89-2a8784628c42,user_06884,2025-10-02T15:32:00,2025-10-02T15:32:54,54,3,/features|/blog/post-2|/features,/features,/features,0,ad,desktop,US,0
91a95ada-f5d2-4be5-bd50-811c95fd9ffe,user_07410,2025-11-18T22:17:00,2025-11-18T22:18:09,69,3,/home|/features|/contact,/home,/contact,0,google,desktop,BR,0
c5f567f3-4520-4181-9f34-2e4ecbad90d6,user_00911,2026-03-26T05:39:00,2026-03-26T05:40:17,77,3,/blog|/signup|/login,/blog,/login,0,google,mobile,Other,1
29ae10d5-d80e-4169-9dcc-81af57444903,user_06885,2025-07-23T15:03:00,2025-07-23T15:04:12,72,4,/pricing|/blog/post-2|/home|/features,/pricing,/features,0,facebook,mobile,BR,0
10b7e88d-a2f8-47a3-87f5-8b4b5640b811,user_01551,2025-06-11T22:21:00,2025-06-11T22:21:53,53,3,/pricing|/home|/blog/post-1,/pricing,/blog/post-1,0,google,desktop,AU,0
e285f5df-c2c3-4dac-ad1e-6dc298bb2fca,user_01312,2025-08-24T19:24:00,2025-08-24T19:25:13,73,3,/|/signup|/blog/post-2,/,/blog/post-2,0,ad,mobile,GB,1
08e8fd36-554b-4521-84af-e69211834a07,user_07620,2025-10-26T13:46:00,2025-10-26T13:47:36,96,5,/signup|/settings|/help|/contact|/help,/signup,/help,0,google,desktop,US,1
d2ebba45-484d-4385-8e6d-b50b023111b2,user_02104,2025-07-02T21:21:00,2025-07-02T21:22:18,78,4,/blog|/blog/post-2|/|/blog/post-1,/blog,/blog/post-1,0,direct,desktop,US,0
32a137f2-841e-4a50-9120-bd9cf64b8514,user_05514,2025-06-13T20:19:00,2025-06-13T20:20:27,87,4,/home|/contact|/features|/login,/home,/login,0,newsletter,desktop,IN,0
4f91cf92-eeef-42d3-af96-d0e29a329606,user_05129,2025-12-31T04:35:00,2025-12-31T04:35:35,35,1,/,/,/,1,google,desktop,US,0
2cefed31-6027-49d1-9b25-a2addd263303,user_03507,2026-04-22T19:02:00,2026-04-22T19:03:11,71,3,/blog|/blog|/blog,/blog,/blog,0,direct,desktop,US,0
79a62f88-926a-45fb-bc00-a3579083e4bd,user_05735,2026-04-29T15:50:00,2026-04-29T15:50:18,18,1,/home,/home,/home,1,google,desktop,DE,0
fb807760-c047-4c9a-b44d-5c37d4d271b9,user_07455,2026-02-15T12:47:00,2026-02-15T12:47:57,57,3,/signup|/settings|/blog,/signup,/blog,0,direct,desktop,Other,1
b96c22b9-5b72-48b3-b68c-765b63504118,user_05401,2026-02-04T10:53:00,2026-02-04T10:54:28,88,4,/|/blog|/contact|/blog/post-2,/,/blog/post-2,0,google,desktop,US,0
5f0c21a6-2171-4cd3-8bd6-2dcac2e47224,user_02994,2026-05-13T08:08:00,2026-05-13T08:08:05,5,1,/features,/features,/features,1,direct,mobile,US,0
62561222-7c30-4906-89a3-1e816b7ea407,user_05667,2026-05-17T08:26:00,2026-05-17T08:27:36,96,5,/home|/settings|/features|/|/blog/post-2,/home,/blog/post-2,0,google,mobile,US,0
59594377-f017-4e1a-992f-0eae8a7f9e0b,user_07192,2025-12-06T10:39:00,2025-12-06T10:40:23,83,4,/features|/|/|/,/features,/,0,google,mobile,IN,0
96c279de-7377-4393-8b92-dbf75402a234,user_02496,2025-12-02T02:24:00,2025-12-02T02:25:47,107,5,/features|/pricing|/contact|/blog/post-1|/login,/features,/login,0,google,mobile,Other,0
ef347788-8bc3-4b30-95d4-ed97a01f6667,user_02365,2025-11-16T14:55:00,2025-11-16T14:55:36,36,3,/pricing|/dashboard|/blog/post-1,/pricing,/blog/post-1,0,newsletter,mobile,Other,0
ce27e1cc-cae5-460d-8b80-52ae5a1b6cb9,user_01561,2025-11-19T18:02:00,2025-11-19T18:03:35,95,4,/home|/dashboard|/blog/post-2|/features,/home,/features,0,google,mobile,Other,0
374f87ac-7886-4d5a-bf2e-1c03d3a1748a,user_05412,2025-06-30T23:51:00,2025-06-30T23:51:59,59,2,/|/login,/,/login,0,direct,desktop,US,0
da342d6f-87b2-41ba-8c01-be79e260aefb,user_06102,2025-07-21T20:51:00,2025-07-21T20:51:49,49,3,/blog|/blog/post-2|/features,/blog,/features,0,facebook,desktop,US,0
6a8ff570-a060-451e-9353-78768429236e,user_07869,2025-11-28T11:09:00,2025-11-28T11:10:09,69,4,/blog|/dashboard|/settings|/blog/post-2,/blog,/blog/post-2,0,ad,desktop,GB,0
e7c1d429-0972-4274-b5f1-a0b68f770c7d,user_06108,2025-11-08T13:51:00,2025-11-08T13:51:38,38,2,/home|/,/home,/,0,google,mobile,US,0
896d272c-721d-4a34-919a-b48c465dfa3b,user_01623,2025-10-04T20:34:00,2025-10-04T20:34:26,26,2,/features|/contact,/features,/contact,0,google,desktop,Other,0
512b0069-6331-42db-bd3c-26d6b8f61266,user_04767,2026-01-13T07:23:00,2026-01-13T07:24:03,63,3,/|/dashboard|/blog/post-2,/,/blog/post-2,0,direct,desktop,Other,0
8ca4dc24-1ca2-456c-81ac-173ed34c8d24,user_01520,2025-10-29T08:19:00,2025-10-29T08:19:56,56,3,/|/pricing|/settings,/,/settings,0,google,desktop,Other,0
a979bd6b-e2d1-4cc3-899a-633d061ccd5c,user_04570,2026-03-17T07:30:00,2026-03-17T07:30:39,39,2,/blog|/help,/blog,/help,0,google,tablet,Other,0
92178c0f-01de-43e2-9f86-af6f5fcfd17f,user_04668,2025-07-01T15:08:00,2025-07-01T15:09:36,96,6,/features|/pricing|/blog/post-2|/blog/post-1|/login|/pricing,/features,/pricing,0,google,desktop,US,0
4d2ab188-3c96-46ff-9f09-fec39c3c5492,user_03181,2025-06-28T20:41:00,2025-06-28T20:41:37,37,2,/|/home,/,/home,0,newsletter,mobile,US,0
83836d87-d648-4101-ae99-bd36beab9021,user_05488,2025-06-22T00:11:00,2025-06-22T00:11:47,47,3,/blog|/help|/contact,/blog,/contact,0,newsletter,desktop,IN,0
f0d515ee-08a4-49c0-8c5f-ad0b4bcd4e71,user_05275,2025-06-30T07:15:00,2025-06-30T07:16:11,71,3,/blog|/pricing|/login,/blog,/login,0,ad,desktop,FR,0
1c66590e-4c71-4d33-ae43-9344620e18cb,user_04964,2025-09-21T00:01:00,2025-09-21T00:02:35,95,5,/|/dashboard|/contact|/blog/post-2|/contact,/,/contact,0,direct,mobile,JP,0
0db2b88b-e766-4af8-a67d-b0d4fffbada0,user_03996,2025-12-03T12:19:00,2025-12-03T12:19:23,23,1,/,/,/,1,ad,mobile,US,0
46394f25-8267-4a5a-b142-60c6d406a797,user_04933,2026-01-13T05:42:00,2026-01-13T05:42:27,27,2,/blog|/settings,/blog,/settings,0,newsletter,desktop,US,0
9e2cc380-d698-4995-8895-ed8fcabba4dd,user_00557,2026-03-14T15:55:00,2026-03-14T15:55:42,42,3,/home|/blog|/login,/home,/login,0,direct,desktop,AU,0
7ac0a757-50e9-4a27-b4c0-735472f01a64,user_06567,2025-07-07T20:51:00,2025-07-07T20:51:33,33,2,/home|/pricing,/home,/pricing,0,google,desktop,GB,0
81074504-5481-412c-8644-92117c29268d,user_01481,2026-05-02T16:00:00,2026-05-02T16:00:05,5,1,/pricing,/pricing,/pricing,1,ad,desktop,DE,0
fe60a7cc-c42c-4590-b6cc-c5a1762a5ffd,user_00755,2026-03-03T21:25:00,2026-03-03T21:25:05,5,1,/home,/home,/home,1,direct,desktop,Other,0
e17bdee3-b1a1-4eb5-8e7f-0956edd48a31,user_02298,2026-02-25T22:58:00,2026-02-25T22:59:20,80,3,/blog|/home|/,/blog,/,0,direct,mobile,US,0
42bfd68a-b1ed-487d-9dc3-f5d9a9b4ea3f,user_02838,2026-01-03T14:38:00,2026-01-03T14:39:11,71,3,/|/blog/post-2|/,/,/,0,newsletter,desktop,DE,0
4399e1a4-8807-46ff-83fd-96a09d6ee7ac,user_06257,2025-11-16T17:24:00,2025-11-16T17:25:15,75,4,/features|/settings|/contact|/dashboard,/features,/dashboard,0,newsletter,desktop,JP,0
4d8feb01-30bc-446d-9692-464d25aa2b96,user_04871,2025-07-31T00:29:00,2025-07-31T00:29:19,19,1,/,/,/,1,facebook,mobile,US,0
146ce115-5dcf-4178-94a6-6534f01eb646,user_06887,2026-05-17T10:40:00,2026-05-17T10:40:56,56,3,/pricing|/pricing|/,/pricing,/,0,newsletter,mobile,Other,0
7663ba53-f470-440a-8175-c2dcbd10f749,user_04679,2026-04-06T17:17:00,2026-04-06T17:17:05,5,1,/features,/features,/features,1,direct,desktop,US,0
775f2dee-79f1-4f2e-afdb-09d0e7f0b66c,user_01456,2025-09-17T17:07:00,2025-09-17T17:08:31,91,5,/|/login|/home|/dashboard|/blog/post-2,/,/blog/post-2,0,direct,desktop,FR,0
382da8df-3b3c-48ad-9766-44af1bd38dfd,user_00938,2025-08-01T08:09:00,2025-08-01T08:10:19,79,4,/pricing|/|/help|/help,/pricing,/help,0,direct,desktop,IN,0
a3bd9d7b-d38c-4227-a6a4-6348e188ed50,user_06118,2025-09-08T21:19:00,2025-09-08T21:19:59,59,2,/|/signup,/,/signup,0,newsletter,desktop,US,1
d1acf477-d0c8-456d-ba0d-a762d3a2625f,user_00803,2026-02-05T11:04:00,2026-02-05T11:05:03,63,4,/|/settings|/settings|/contact,/,/contact,0,newsletter,desktop,Other,0
d97f0769-ac79-47c0-a9b1-83c1ce9888d6,user_01350,2026-02-19T02:36:00,2026-02-19T02:37:08,68,3,/features|/blog/post-1|/pricing,/features,/pricing,0,facebook,desktop,BR,0
130fe24d-e54f-43f4-bc2b-54ca51250a69,user_01107,2026-02-12T00:57:00,2026-02-12T00:57:53,53,4,/|/features|/blog|/features,/,/features,0,ad,desktop,Other,0
0ad21f5e-108c-4bd4-acea-d9d8c9d088ee,user_03922,2026-01-03T01:31:00,2026-01-03T01:32:16,76,4,/pricing|/login|/features|/help,/pricing,/help,0,ad,mobile,CA,0
55a93aad-f66c-4313-a49b-8abd8cf38128,user_00920,2025-10-29T06:00:00,2025-10-29T06:01:45,105,5,/features|/contact|/blog/post-2|/contact|/blog,/features,/blog,0,twitter,tablet,JP,0
cab37eb1-cab1-4484-870a-a96ee6be8a1f,user_06864,2025-11-16T05:18:00,2025-11-16T05:19:03,63,3,/pricing|/settings|/,/pricing,/,0,facebook,desktop,US,0
8912fb2c-4017-4efc-b7ab-782bae957d5d,user_06906,2025-11-23T13:29:00,2025-11-23T13:29:50,50,2,/home|/pricing,/home,/pricing,0,google,mobile,US,0
44719b28-a0fa-49c5-8c8c-b2eaa2d0ed21,user_01092,2025-10-21T18:58:00,2025-10-21T18:59:30,90,4,/home|/settings|/dashboard|/home,/home,/home,0,google,desktop,US,0
2f3de7aa-c48f-4aec-9da1-b559bb5068d5,user_01112,2026-02-14T11:05:00,2026-02-14T11:05:52,52,2,/blog|/home,/blog,/home,0,facebook,desktop,DE,0
45b4398b-4d87-48db-8f4d-50d8b391baec,user_06971,2026-05-07T16:34:00,2026-05-07T16:35:11,71,3,/blog|/signup|/dashboard,/blog,/dashboard,0,google,desktop,US,1
f6dd561b-f62a-4923-aed2-a6e0980f44fe,user_02659,2026-03-10T16:18:00,2026-03-10T16:18:49,49,3,/pricing|/home|/home,/pricing,/home,0,newsletter,desktop,Other,0
af1c1e35-bc5e-4756-9599-b87efd441edc,user_05770,2025-06-04T08:50:00,2025-06-04T08:50:20,20,1,/blog,/blog,/blog,1,google,mobile,US,0
f64b9606-825a-48e9-b048-a2ea241792d8,user_01357,2026-03-09T07:46:00,2026-03-09T07:46:42,42,2,/signup|/blog,/signup,/blog,0,newsletter,desktop,JP,1
28aac3b0-15e0-4e0c-8531-cd5c6517eb71,user_03218,2025-09-08T06:12:00,2025-09-08T06:13:22,82,4,/home|/pricing|/home|/home,/home,/home,0,ad,desktop,US,0
087ab1c5-4a8a-4a4e-b245-ae10eccc46d4,user_01094,2025-07-02T20:19:00,2025-07-02T20:19:35,35,2,/features|/blog/post-1,/features,/blog/post-1,0,direct,mobile,US,0
ac58ff5a-a220-46e2-96c4-c8657eed7e31,user_04833,2025-12-01T18:42:00,2025-12-01T18:42:48,48,3,/signup|/features|/blog/post-2,/signup,/blog/post-2,0,newsletter,desktop,AU,1
e93eb9b3-b41c-4528-b662-97305499e912,user_04237,2025-10-02T01:54:00,2025-10-02T01:54:41,41,2,/blog|/home,/blog,/home,0,direct,desktop,JP,0
47a6a09c-e55b-4e4b-b300-c441bf47105f,user_01655,2026-05-28T04:14:00,2026-05-28T04:15:19,79,3,/signup|/signup|/contact,/signup,/contact,0,google,mobile,FR,1
1254e842-b194-451b-9702-097b773e89b3,user_02320,2025-06-21T10:14:00,2025-06-21T10:14:22,22,3,/home|/|/blog/post-2,/home,/blog/post-2,0,google,desktop,Other,0
3310cbbc-bedc-47b4-8fb5-22952ed08753,user_03220,2025-06-18T09:34:00,2025-06-18T09:35:05,65,3,/|/home|/signup,/,/signup,0,google,desktop,Other,1
974d6fff-8e69-4d54-b501-0243684eccc6,user_00014,2026-01-04T21:38:00,2026-01-04T21:39:18,78,4,/home|/settings|/home|/features,/home,/features,0,google,mobile,DE,0
5c331742-ceb2-4fea-8020-e7507d556aea,user_04341,2025-10-07T04:50:00,2025-10-07T04:50:53,53,3,/signup|/settings|/blog/post-2,/signup,/blog/post-2,0,newsletter,desktop,US,1
a169e485-f19d-47ff-ba00-4f66817caf3a,user_06477,2025-09-27T06:44:00,2025-09-27T06:44:43,43,2,/pricing|/blog/post-2,/pricing,/blog/post-2,0,newsletter,desktop,US,0
d38b3004-86d3-4ed3-b7bc-48eb7231d3c5,user_03352,2025-10-21T16:20:00,2025-10-21T16:20:46,46,2,/blog|/settings,/blog,/settings,0,ad,mobile,US,0
7ba46866-5590-47e5-ba1d-23eb364a6737,user_06799,2026-03-17T18:55:00,2026-03-17T18:56:23,83,5,/blog|/signup|/contact|/pricing|/pricing,/blog,/pricing,0,newsletter,mobile,Other,1
1bb57ecc-84c7-4fdb-b95f-a3d7025e0e62,user_06913,2026-05-11T05:32:00,2026-05-11T05:32:55,55,4,/blog|/blog|/|/pricing,/blog,/pricing,0,newsletter,tablet,AU,0
29772326-e775-44e6-b45d-ca6124f82e55,user_06112,2026-05-03T12:46:00,2026-05-03T12:47:11,71,5,/blog|/settings|/dashboard|/|/home,/blog,/home,0,ad,mobile,DE,0
be29e4f4-8f36-43a7-a574-59af4b2aa114,user_02214,2026-03-07T18:06:00,2026-03-07T18:06:48,48,2,/blog|/blog/post-1,/blog,/blog/post-1,0,google,desktop,JP,0
37dff3b9-08e3-4897-bd1c-af855573fc36,user_07891,2026-01-12T17:12:00,2026-01-12T17:13:45,105,5,/signup|/blog/post-1|/signup|/dashboard|/dashboard,/signup,/dashboard,0,google,desktop,Other,1
55d2ce6a-cf3a-474f-b654-af443feb9b49,user_05453,2026-02-21T13:00:00,2026-02-21T13:01:09,69,3,/signup|/login|/,/signup,/,0,google,desktop,JP,1
