customer_id,signup_date,subscription_months,monthly_spend,contract_type,monthly_logins,last_active_days_ago,support_tickets_6mo,features_used,payment_method,customer_age_days,engagement_score,churn
CUST_001342,2023-03-18,59,19.48,Quarterly,3,3,2,1,Credit Card,477,62,1
CUST_001343,2024-02-17,38,33.85,Quarterly,7,10,4,8,Invoice,1187,95,0
CUST_001344,2023-02-05,38,130.86,Quarterly,7,7,3,6,Invoice,924,88,1
CUST_001345,2024-02-08,56,57.77,Monthly,14,11,1,9,Credit Card,656,89,0
CUST_001346,2025-09-17,28,36.55,Quarterly,7,16,2,6,Credit Card,888,74,1
CUST_001347,2025-09-29,53,146.22,Quarterly,13,13,1,1,Invoice,1310,47,0
CUST_001348,2023-09-28,30,12.48,Monthly,4,10,2,10,ACH,44,100,0
CUST_001349,2021-08-17,3,21.8,Monthly,5,6,3,5,PayPal,1716,84,1
CUST_001350,2026-04-18,28,51.72,Quarterly,9,12,1,7,ACH,1454,78,1
CUST_001351,2023-02-07,3,57.8,Monthly,13,10,1,4,PayPal,1367,65,1
CUST_001352,2021-10-04,45,12.02,Quarterly,10,5,1,4,PayPal,1380,70,1
CUST_001353,2022-10-26,54,35.8,Monthly,8,6,1,3,Credit Card,1157,64,0
CUST_001354,2023-02-07,34,62.37,Monthly,7,11,2,8,ACH,541,89,0
CUST_001355,2026-03-17,16,69.88,Monthly,5,9,1,5,PayPal,1248,71,0
CUST_001356,2025-06-13,22,60.82,Monthly,8,8,1,6,Invoice,1151,77,1
CUST_001357,2024-01-10,32,29.32,Annual,7,14,5,3,Invoice,1648,66,1
CUST_001358,2021-08-28,38,14.91,Annual,13,10,3,1,Invoice,315,60,0
CUST_001359,2025-12-24,8,37.85,Monthly,10,7,3,8,PayPal,807,98,0
CUST_001360,2022-05-29,55,16.89,Monthly,5,13,0,8,Credit Card,852,77,1
CUST_001361,2026-01-28,8,157.47,Monthly,10,11,2,7,Invoice,1735,84,1
CUST_001362,2024-08-14,57,42.23,Monthly,13,7,1,7,ACH,793,83,0
CUST_001363,2024-04-08,6,29.08,Annual,7,13,2,4,Invoice,527,67,0
CUST_001364,2022-09-25,14,82.69,Monthly,8,12,0,10,Credit Card,772,88,1
CUST_001365,2024-02-29,32,44.45,Monthly,4,9,5,6,Invoice,925,86,0
CUST_001366,2022-10-04,35,28.56,Monthly,9,5,3,6,Invoice,1676,90,1
CUST_001367,2026-02-23,10,93.56,Monthly,6,12,1,8,PayPal,1263,83,0
CUST_001368,2021-09-22,3,110.93,Monthly,10,14,4,1,Credit Card,1524,56,1
CUST_001369,2026-04-22,59,65.89,Monthly,7,8,3,6,ACH,929,87,1
CUST_001370,2022-11-02,12,12.41,Quarterly,8,9,2,2,Credit Card,1031,61,0
CUST_001371,2023-12-13,49,51.77,Quarterly,6,12,2,5,ACH,1280,73,1
CUST_001372,2024-10-30,59,82.05,Quarterly,8,6,1,9,PayPal,1254,94,1
CUST_001373,2023-03-02,31,17.34,Monthly,13,13,0,1,PayPal,94,42,1
CUST_001374,2024-05-21,29,22.98,Monthly,4,9,2,6,ACH,1041,81,1
CUST_001375,2026-04-10,5,117.06,Annual,8,7,0,9,Invoice,1703,88,1
CUST_001376,2024-02-08,52,11.02,Annual,2,7,2,5,Credit Card,795,68,1
CUST_001377,2025-05-22,25,79.86,Quarterly,7,12,1,5,ACH,908,68,1
CUST_001378,2025-07-05,41,42.1,Monthly,7,9,0,3,Invoice,1532,56,0
CUST_001379,2025-05-05,31,39.6,Monthly,8,8,3,2,ACH,1067,67,1
CUST_001380,2025-04-02,21,10.36,Annual,8,17,4,7,PayPal,1401,83,1
CUST_001381,2025-09-27,58,95.57,Quarterly,4,13,3,3,Credit Card,140,67,0
CUST_001382,2025-12-13,20,32.3,Quarterly,10,14,0,3,ACH,1601,51,0
CUST_001383,2021-11-05,39,48.91,Annual,10,4,1,2,ACH,1525,61,0
CUST_001384,2023-09-18,22,66.55,Quarterly,5,10,1,4,Credit Card,1593,65,0
CUST_001385,2022-12-16,4,70.64,Annual,5,8,1,8,Invoice,856,87,1
CUST_001386,2023-08-22,13,166.16,Quarterly,4,11,2,4,PayPal,1313,69,1
CUST_001387,2023-08-14,45,47.89,Quarterly,6,7,3,4,PayPal,1003,78,0
CUST_001388,2021-10-29,42,35.52,Quarterly,7,11,0,10,Credit Card,663,89,0
CUST_001389,2021-11-05,50,163.63,Monthly,7,17,0,10,Invoice,1634,83,1
CUST_001390,2024-01-26,49,61.38,Monthly,8,9,1,6,PayPal,1533,76,0
CUST_001391,2024-06-19,20,27.7,Annual,7,8,2,9,Invoice,1198,97,1
CUST_001392,2022-04-10,52,16.76,Monthly,6,8,2,3,PayPal,1429,67,1
CUST_001393,2023-08-03,13,102.43,Quarterly,9,9,5,7,Credit Card,639,91,1
CUST_001394,2025-05-12,17,32.49,Monthly,8,9,1,4,Credit Card,1431,66,1
CUST_001395,2023-07-30,54,64.01,Monthly,10,8,0,7,Invoice,450,77,0
CUST_001396,2022-08-24,36,41.82,Annual,7,10,6,4,PayPal,1499,75,1
CUST_001397,2023-03-03,33,21.09,Monthly,6,9,2,6,PayPal,1527,81,0
CUST_001398,2023-11-27,1,56.03,Monthly,12,8,1,3,Invoice,1167,62,1
CUST_001399,2025-12-27,15,13.13,Monthly,9,10,0,4,Invoice,1724,60,1
CUST_001400,2023-03-30,13,36.67,Annual,6,6,2,5,Invoice,249,79,1
CUST_001401,2023-07-29,17,49.55,Monthly,7,12,2,7,ACH,794,83,1
CUST_001402,2024-09-06,24,38.64,Quarterly,8,10,7,1,PayPal,441,60,1
CUST_001403,2022-07-01,58,79.05,Monthly,6,12,2,8,Invoice,1018,88,1
CUST_001404,2023-07-24,8,97.99,Quarterly,6,12,0,6,Invoice,210,68,0
CUST_001405,2026-03-13,50,83.75,Monthly,13,9,2,8,Invoice,833,91,1
CUST_001406,2023-06-15,27,11.98,Monthly,5,13,1,8,ACH,183,82,1
CUST_001407,2022-04-08,45,20.79,Monthly,6,14,3,9,Invoice,1139,96,0
CUST_001408,2022-09-21,23,48.46,Monthly,6,11,3,4,Credit Card,256,74,1
CUST_001409,2022-09-20,46,146.53,Annual,8,12,2,3,ACH,57,63,1
CUST_001410,2021-07-18,8,100.08,Monthly,8,10,1,1,Invoice,1673,50,1
CUST_001411,2024-03-15,8,102.43,Monthly,10,10,3,9,PayPal,1437,100,1
CUST_001412,2022-06-02,59,28.06,Annual,15,4,1,2,Invoice,1587,61,1
CUST_001413,2021-06-05,26,38.06,Monthly,6,9,2,9,ACH,975,96,1
CUST_001414,2024-02-09,47,41.81,Monthly,5,7,4,10,Invoice,1391,100,0
CUST_001415,2021-11-08,59,18.56,Annual,11,8,1,8,Invoice,1426,87,1
CUST_001416,2022-06-04,13,11.58,Quarterly,6,10,1,9,PayPal,98,90,1
CUST_001417,2022-08-02,39,156.78,Monthly,10,11,1,2,PayPal,1306,54,0
CUST_001418,2021-10-30,37,23.77,Monthly,6,17,4,7,PayPal,1018,83,1
CUST_001419,2025-03-09,49,23.72,Quarterly,6,5,1,7,Invoice,1576,85,0
CUST_001420,2023-01-13,28,14.35,Monthly,7,15,0,3,Credit Card,245,50,1
CUST_001421,2023-08-24,25,141.91,Quarterly,8,10,2,4,ACH,1496,70,0
CUST_001422,2024-01-29,16,53.34,Monthly,8,8,4,10,ACH,1226,100,1
CUST_001423,2023-07-13,55,64.99,Quarterly,7,11,2,9,ACH,822,94,0
CUST_001424,2024-10-13,2,131.28,Monthly,10,7,0,1,ACH,557,48,1
CUST_001425,2025-04-27,54,31.2,Quarterly,6,8,0,3,PayPal,665,57,1
CUST_001426,2023-10-10,18,58.58,Monthly,9,6,2,7,ACH,723,89,1
CUST_001427,2024-07-11,17,11.98,Annual,10,11,2,2,ACH,1044,59,0
CUST_001428,2022-05-09,30,20.34,Monthly,13,10,2,3,Credit Card,1048,65,0
CUST_001429,2023-09-07,39,98.97,Monthly,7,9,3,4,Invoice,1216,76,1
CUST_001430,2022-09-08,13,82.79,Annual,9,15,2,1,Invoice,1705,50,1
CUST_001431,2023-02-27,32,31.59,Annual,8,13,3,9,Invoice,789,97,0
CUST_001432,2025-10-13,50,33.65,Quarterly,10,7,6,9,Credit Card,1244,100,1
CUST_001433,2022-05-04,29,48.13,Monthly,6,9,4,3,ACH,545,71,0
CUST_001434,2025-06-24,46,10.01,Quarterly,12,11,2,5,Credit Card,1601,74,0
CUST_001435,2026-01-06,30,23.8,Monthly,11,6,1,2,Credit Card,1018,59,0
CUST_001436,2021-09-16,18,21.67,Quarterly,6,17,2,8,Credit Card,1391,83,0
CUST_001437,2023-10-09,13,24.42,Quarterly,8,14,1,5,PayPal,1542,66,1
CUST_001438,2024-10-05,43,91.97,Monthly,8,7,0,2,Credit Card,1402,53,1
CUST_001439,2025-09-01,21,26.4,Quarterly,5,10,2,6,Credit Card,934,80,0
CUST_001440,2024-11-12,30,20.63,Quarterly,7,9,4,6,ACH,1255,86,0
CUST_001441,2021-11-19,21,45.09,Monthly,10,11,2,5,ACH,295,74,1
CUST_001442,2026-02-17,48,110.36,Annual,5,13,2,6,PayPal,1746,77,0
CUST_001443,2025-04-12,55,23.81,Monthly,10,10,1,8,Credit Card,1573,85,1
CUST_001444,2022-12-16,17,14.09,Quarterly,6,8,2,5,ACH,1816,77,0
CUST_001445,2025-01-13,40,32.03,Monthly,8,13,4,1,Invoice,661,57,0
CUST_001446,2025-03-11,19,78.85,Monthly,6,14,1,2,Invoice,1368,51,0
CUST_001447,2025-05-21,52,50.0,Monthly,10,10,6,9,Invoice,1309,100,1
CUST_001448,2022-01-31,15,94.86,Annual,5,12,3,8,PayPal,270,93,0
CUST_001449,2024-08-01,9,170.44,Quarterly,10,15,4,4,ACH,432,70,1
CUST_001450,2023-10-07,52,88.67,Quarterly,12,10,3,1,ACH,1737,60,1
CUST_001451,2023-09-21,10,56.29,Monthly,7,16,1,8,Credit Card,841,79,1
CUST_001452,2023-12-09,44,44.0,Monthly,10,7,2,1,Invoice,831,58,1
CUST_001453,2024-03-31,31,12.04,Annual,9,8,2,9,Invoice,850,97,1
CUST_001454,2023-01-16,53,217.77,Annual,8,15,3,10,ACH,800,100,0
CUST_001455,2023-01-13,23,34.18,Monthly,5,13,1,9,Credit Card,628,87,1
CUST_001456,2024-07-08,52,18.26,Monthly,10,11,2,5,Credit Card,268,74,0
CUST_001457,2026-04-08,30,64.94,Annual,9,10,3,3,Invoice,1311,70,0
CUST_001458,2023-01-15,33,26.72,Monthly,11,13,4,1,ACH,1241,57,1
CUST_001459,2024-05-23,57,54.07,Annual,12,11,2,2,PayPal,971,59,0
CUST_001460,2022-02-28,52,54.19,Annual,11,7,2,5,ACH,44,78,1
CUST_001461,2023-02-03,9,39.51,Quarterly,3,12,0,2,PayPal,1152,48,1
CUST_001462,2025-11-07,54,100.43,Annual,9,9,2,6,Invoice,1421,81,0
CUST_001463,2025-07-22,47,25.39,Monthly,6,11,3,3,ACH,152,69,0
CUST_001464,2026-03-01,1,39.77,Quarterly,11,7,2,7,Invoice,413,88,1
CUST_001465,2023-08-04,44,48.58,Annual,6,13,2,10,Credit Card,292,97,1
CUST_001466,2024-07-10,35,64.48,Monthly,7,7,4,10,Invoice,1242,100,1
CUST_001467,2024-07-06,11,86.62,Annual,9,10,1,9,PayPal,320,90,0
CUST_001468,2025-11-28,34,35.11,Monthly,9,6,1,1,Invoice,1634,54,0
CUST_001469,2022-04-01,16,61.93,Quarterly,8,11,0,3,Invoice,1230,54,0
CUST_001470,2023-05-26,9,18.16,Monthly,6,8,0,10,ACH,1055,92,1
CUST_001471,2023-09-09,32,144.89,Annual,6,12,1,4,ACH,191,63,0
CUST_001472,2024-01-05,15,34.15,Monthly,7,12,2,6,Invoice,521,78,1
CUST_001473,2023-04-21,12,75.38,Monthly,6,13,2,3,Credit Card,1675,62,1
CUST_001474,2022-07-18,33,11.03,Quarterly,8,7,3,4,ACH,733,78,0
CUST_001475,2024-06-13,45,21.48,Quarterly,8,14,0,10,Credit Card,576,86,1
CUST_001476,2025-12-06,14,43.38,Monthly,10,16,4,5,PayPal,639,74,0
CUST_001477,2021-10-22,57,115.29,Monthly,11,16,1,4,ACH,1003,59,0
CUST_001478,2025-05-26,57,47.46,Monthly,5,8,1,3,Invoice,960,62,1
CUST_001479,2025-01-12,8,142.87,Annual,7,6,3,7,ACH,770,94,0
CUST_001480,2023-05-12,8,43.06,Annual,7,13,1,8,Credit Card,329,82,0
CUST_001481,2021-08-12,27,43.71,Annual,6,8,1,2,Invoice,263,57,0
CUST_001482,2022-07-19,12,16.38,Annual,10,14,3,10,Invoice,1188,100,1
CUST_001483,2024-10-19,1,91.14,Quarterly,9,7,0,6,Credit Card,1348,73,1
CUST_001484,2025-06-10,43,24.18,Monthly,13,11,3,9,ACH,1394,99,1
CUST_001485,2021-06-05,40,124.94,Monthly,5,13,5,1,PayPal,1772,57,1
CUST_001486,2021-07-08,42,130.86,Annual,6,11,4,8,Invoice,534,94,0
CUST_001487,2023-02-23,51,153.51,Quarterly,7,5,5,6,Invoice,938,90,1
CUST_001488,2023-08-17,11,46.72,Annual,18,9,5,4,Credit Card,1009,76,0
CUST_001489,2025-09-30,39,66.52,Annual,7,7,0,6,Invoice,272,73,1
CUST_001490,2025-02-22,43,85.37,Annual,9,9,2,10,Invoice,1151,100,1
CUST_001491,2023-09-24,31,17.02,Quarterly,9,8,3,9,PayPal,887,100,0
CUST_001492,2024-05-10,17,55.93,Monthly,5,9,5,5,Invoice,289,81,1
CUST_001493,2022-08-30,33,11.74,Monthly,4,8,1,5,PayPal,113,72,0
CUST_001494,2026-04-01,32,44.41,Quarterly,9,11,2,3,Invoice,560,64,1
CUST_001495,2024-07-02,58,18.41,Quarterly,8,8,2,9,PayPal,1174,97,0
CUST_001496,2025-07-22,29,20.1,Monthly,1,12,2,3,Credit Card,828,43,0
CUST_001497,2022-09-12,21,32.71,Monthly,7,3,2,5,Credit Card,752,82,1
CUST_001498,2025-02-28,21,38.32,Monthly,5,10,2,1,PayPal,788,55,0
CUST_001499,2022-03-24,40,58.8,Monthly,7,7,2,10,Credit Card,72,100,1
CUST_001500,2025-07-21,23,13.87,Quarterly,9,10,3,7,ACH,93,90,0
CUST_001501,2023-02-20,56,45.03,Monthly,7,8,3,8,PayPal,795,97,0
CUST_001502,2022-05-16,6,20.08,Quarterly,4,10,3,8,Invoice,799,95,0
CUST_001503,2023-06-25,22,52.66,Monthly,7,13,5,10,Invoice,1015,100,1
CUST_001504,2026-04-15,50,60.72,Annual,2,10,3,1,Invoice,366,50,0
CUST_001505,2024-03-25,38,50.68,Monthly,7,15,3,10,ACH,1653,100,0
CUST_001506,2024-09-20,37,77.03,Annual,8,7,3,10,Credit Card,873,100,1
CUST_001507,2022-07-08,45,30.44,Annual,6,3,0,10,ACH,1797,97,1
CUST_001508,2023-01-20,51,82.43,Annual,7,10,4,1,PayPal,753,60,0
CUST_001509,2023-07-28,54,38.35,Monthly,3,7,2,7,ACH,864,88,1
CUST_001510,2025-10-21,8,43.1,Monthly,8,9,2,1,Credit Card,1324,56,1
CUST_001511,2024-12-17,41,62.22,Monthly,7,9,2,5,ACH,72,76,1
CUST_001512,2023-08-19,49,10.93,Monthly,7,12,3,4,Invoice,1127,73,1
CUST_001513,2023-03-23,35,63.06,Annual,10,10,2,3,Invoice,1692,65,0
CUST_001514,2026-01-09,51,58.19,Annual,6,17,2,1,Invoice,561,48,0
CUST_001515,2022-12-04,11,28.54,Annual,6,10,0,8,Invoice,564,80,1
CUST_001516,2021-09-04,24,14.48,Annual,9,9,4,3,Invoice,1510,71,0
CUST_001517,2023-09-29,49,14.77,Monthly,4,13,0,10,Invoice,1668,87,1
CUST_001518,2024-01-23,21,138.34,Monthly,5,13,0,4,PayPal,1627,57,1
CUST_001519,2021-10-08,51,68.44,Monthly,6,12,3,4,ACH,528,73,1
CUST_001520,2022-10-23,2,16.8,Quarterly,13,15,1,1,Credit Card,603,45,1
CUST_001521,2023-10-21,40,32.06,Annual,6,12,2,1,Invoice,1383,53,1
CUST_001522,2026-03-09,19,54.88,Monthly,9,5,3,4,Credit Card,466,80,1
CUST_001523,2021-10-09,39,100.26,Monthly,2,10,3,6,ACH,346,75,0
CUST_001524,2024-02-23,28,12.23,Quarterly,5,11,3,6,Invoice,594,84,1
CUST_001525,2024-03-16,59,23.5,Annual,8,5,3,4,PayPal,1042,80,1
CUST_001526,2022-04-12,17,120.25,Annual,4,13,1,6,ACH,1696,72,0
CUST_001527,2025-11-22,6,10.46,Monthly,9,11,3,2,PayPal,1449,64,1
CUST_001528,2022-06-29,19,21.24,Monthly,6,11,0,4,ACH,1689,59,1
CUST_001529,2026-02-05,56,169.74,Quarterly,9,7,0,4,Invoice,561,63,1
CUST_001530,2026-03-09,38,57.52,Annual,4,14,3,10,Credit Card,566,100,0
CUST_001531,2022-03-25,28,25.17,Monthly,5,6,1,5,PayPal,1081,74,1
CUST_001532,2023-01-17,2,13.47,Quarterly,3,4,3,1,PayPal,557,66,0
CUST_001533,2022-06-18,38,11.43,Annual,9,6,1,3,PayPal,976,64,1
CUST_001534,2022-07-30,55,24.03,Monthly,9,8,2,3,Credit Card,1042,67,1
CUST_001535,2023-07-06,37,116.64,Monthly,7,5,3,4,Credit Card,1221,80,0
CUST_001536,2024-01-21,51,36.89,Monthly,9,12,1,3,Credit Card,818,58,1
CUST_001537,2025-06-24,52,73.71,Monthly,16,10,1,6,ACH,612,75,0
CUST_001538,2024-04-04,4,135.23,Annual,11,11,1,2,ACH,873,54,1
CUST_001539,2025-02-14,22,36.22,Monthly,8,11,1,5,ACH,1037,69,1
CUST_001540,2021-06-07,26,20.61,Quarterly,10,9,2,6,PayPal,391,81,0
CUST_001541,2025-06-09,49,46.4,Quarterly,7,12,2,9,Invoice,1792,93,0
CUST_001542,2023-05-21,43,129.34,Monthly,11,10,2,10,PayPal,879,100,1
CUST_001543,2024-04-02,36,91.58,Monthly,6,10,1,1,PayPal,1263,50,1
CUST_001544,2022-11-17,58,13.4,Quarterly,8,14,2,3,Invoice,424,61,1
CUST_001545,2022-11-27,13,68.98,Annual,5,10,6,7,Invoice,1725,90,1
CUST_001546,2024-10-01,52,52.42,Annual,12,12,3,8,PayPal,1816,93,0
CUST_001547,2023-05-24,58,129.01,Monthly,8,7,4,5,Invoice,918,83,0
CUST_001548,2021-11-12,32,16.53,Monthly,12,14,3,9,Invoice,541,96,1
CUST_001549,2021-11-17,17,48.18,Annual,7,6,3,10,Invoice,1662,100,0
CUST_001550,2023-07-31,41,115.79,Quarterly,7,9,0,8,Credit Card,1482,81,0
CUST_001551,2022-10-23,36,36.38,Monthly,9,8,0,1,PayPal,766,47,0
CUST_001552,2022-05-22,55,42.89,Quarterly,11,14,5,1,ACH,303,56,0
CUST_001553,2026-01-27,46,13.65,Monthly,8,5,2,8,ACH,1267,95,1
CUST_001554,2023-04-17,19,26.3,Quarterly,16,13,3,9,Credit Card,675,97,1
CUST_001555,2023-04-27,58,29.62,Annual,13,19,2,9,Invoice,216,86,1
CUST_001556,2022-09-29,35,155.13,Monthly,6,16,1,6,Invoice,499,69,0
CUST_001557,2023-03-16,46,26.61,Annual,5,11,4,7,PayPal,1315,89,1
CUST_001558,2024-02-09,40,40.89,Monthly,7,5,3,5,Credit Card,643,85,1
CUST_001559,2024-12-28,56,65.63,Monthly,13,12,4,10,Invoice,379,100,1
CUST_001560,2025-02-05,59,18.85,Monthly,9,14,1,4,Credit Card,277,61,0
CUST_001561,2022-03-01,28,43.32,Monthly,9,9,2,8,ACH,986,91,1
CUST_001562,2025-11-19,1,77.07,Monthly,10,9,1,3,Credit Card,1427,61,1
CUST_001563,2025-11-02,42,110.82,Annual,9,17,2,7,Credit Card,1558,78,1
CUST_001564,2025-01-19,18,59.21,Annual,9,13,4,6,Invoice,1339,82,1
CUST_001565,2023-11-05,48,65.29,Monthly,8,14,4,10,ACH,459,100,0
CUST_001566,2024-04-28,40,16.75,Quarterly,10,9,4,8,ACH,1547,96,0
CUST_001567,2024-01-31,33,155.73,Annual,4,8,2,6,PayPal,1021,82,0
CUST_001568,2023-10-02,12,17.11,Quarterly,8,8,2,2,ACH,1009,62,0
CUST_001569,2026-04-26,8,84.51,Annual,8,8,1,5,Credit Card,1454,72,0
CUST_001570,2025-06-07,24,25.38,Monthly,4,11,2,4,Invoice,250,69,1
CUST_001571,2024-03-19,16,145.6,Monthly,4,10,1,3,Invoice,1512,60,0
CUST_001572,2021-09-09,50,73.64,Annual,5,16,0,6,Invoice,399,64,0
CUST_001573,2025-12-03,4,80.08,Monthly,6,9,2,5,Invoice,1544,76,1
CUST_001574,2023-04-20,38,22.36,Monthly,9,8,4,3,Invoice,1649,72,1
CUST_001575,2025-12-07,44,39.26,Monthly,6,9,1,6,ACH,646,76,1
CUST_001576,2021-10-28,27,58.09,Monthly,9,9,2,4,Credit Card,1563,71,0
CUST_001577,2022-06-28,9,83.48,Monthly,10,12,0,7,Invoice,241,73,0
CUST_001578,2023-10-31,47,15.49,Monthly,7,12,1,1,ACH,1317,48,1
CUST_001579,2022-01-12,16,173.99,Monthly,10,12,1,3,PayPal,207,58,1
CUST_001580,2022-10-02,56,120.46,Annual,8,15,1,5,PayPal,174,65,0
CUST_001581,2024-06-02,12,25.76,Annual,11,10,4,2,Invoice,1495,65,1
CUST_001582,2026-02-10,31,96.51,Monthly,5,4,0,9,Credit Card,1001,91,0
CUST_001583,2024-12-05,24,46.52,Monthly,7,18,2,10,PayPal,637,92,1
CUST_001584,2024-02-08,55,40.98,Monthly,3,11,1,1,Credit Card,1523,49,1
CUST_001585,2024-05-24,14,28.88,Monthly,4,12,4,4,ACH,568,73,1
CUST_001586,2022-02-06,45,53.49,Monthly,8,10,1,4,PayPal,1111,65,1
CUST_001587,2024-04-17,25,75.45,Monthly,8,6,2,2,ACH,1154,64,1
CUST_001588,2023-07-15,34,36.46,Annual,6,9,0,10,ACH,976,91,0
CUST_001589,2022-06-23,3,59.61,Annual,8,9,1,1,Credit Card,716,51,1
CUST_001590,2024-05-26,58,70.08,Monthly,12,9,3,1,Invoice,1110,61,0
CUST_001591,2025-01-17,24,72.09,Monthly,9,10,2,10,Credit Card,847,100,0
CUST_001592,2023-03-17,54,12.67,Annual,10,9,3,10,PayPal,375,100,0
CUST_001593,2025-04-02,42,108.22,Quarterly,3,12,1,5,Invoice,1724,68,1
CUST_001594,2022-01-28,9,40.65,Annual,12,10,3,10,Invoice,1338,100,0
CUST_001595,2025-08-15,26,25.22,Annual,8,14,1,1,ACH,1788,46,1
CUST_001596,2024-02-18,20,23.84,Monthly,6,8,6,4,ACH,309,77,1
CUST_001597,2023-10-12,40,42.99,Monthly,8,10,1,4,ACH,1244,65,1
CUST_001598,2022-10-31,10,118.94,Quarterly,12,14,1,4,PayPal,353,61,0
CUST_001599,2021-07-10,19,33.77,Monthly,9,8,3,5,Invoice,1547,82,1
CUST_001600,2023-11-10,3,79.26,Quarterly,3,8,1,2,ACH,491,57,1
CUST_001601,2022-11-30,24,15.09,Annual,4,10,3,3,ACH,106,70,0
CUST_001602,2023-05-22,5,42.32,Annual,6,7,1,7,ACH,436,83,1
CUST_001603,2023-10-06,3,249.49,Monthly,8,13,3,10,ACH,810,100,0
CUST_001604,2022-03-01,58,83.58,Annual,5,6,3,9,Invoice,1049,100,0
CUST_001605,2022-02-23,27,21.82,Monthly,13,12,2,5,PayPal,158,73,1
CUST_001606,2023-12-31,16,44.8,Monthly,8,10,2,5,Invoice,279,75,0
CUST_001607,2022-07-15,49,23.3,Monthly,3,5,1,9,Invoice,220,95,1
CUST_001608,2022-10-07,15,36.34,Quarterly,14,11,3,8,PayPal,56,94,0
CUST_001609,2024-09-17,35,85.73,Annual,7,4,0,8,Invoice,878,86,1
CUST_001610,2024-05-19,12,83.75,Monthly,7,13,3,5,Invoice,1734,77,1
CUST_001611,2023-02-06,41,22.95,Monthly,15,14,2,4,ACH,422,66,1
CUST_001612,2024-08-09,53,137.7,Annual,7,8,4,3,Invoice,56,72,0
CUST_001613,2026-03-05,44,54.89,Annual,5,10,1,10,ACH,375,95,0
CUST_001614,2021-07-17,26,33.9,Annual,7,8,1,10,PayPal,1422,97,0
CUST_001615,2025-12-26,47,44.85,Annual,8,6,3,4,PayPal,1416,79,1
CUST_001616,2024-04-27,34,56.45,Monthly,11,12,3,3,PayPal,1099,68,0
CUST_001617,2024-05-12,23,51.04,Annual,9,9,3,6,Credit Card,1485,86,1
CUST_001618,2023-03-21,31,43.32,Monthly,9,12,3,3,Invoice,865,68,0
CUST_001619,2022-12-17,50,45.15,Quarterly,8,10,3,3,PayPal,1479,70,1
CUST_001620,2024-11-23,20,19.7,Annual,6,11,2,1,PayPal,266,54,0
CUST_001621,2024-11-28,12,93.76,Monthly,14,10,3,9,Invoice,728,100,1
CUST_001622,2024-10-28,23,49.02,Monthly,10,8,2,5,Invoice,1256,77,0
CUST_001623,2025-09-08,4,17.03,Quarterly,7,11,2,10,PayPal,1627,99,0
CUST_001624,2022-10-06,23,82.66,Monthly,7,12,3,1,ACH,801,58,1
CUST_001625,2022-07-20,48,144.74,Monthly,7,17,2,4,PayPal,1624,63,1
CUST_001626,2022-12-25,55,157.16,Annual,13,5,2,3,Invoice,959,70,1
CUST_001627,2021-06-16,48,33.02,Monthly,10,12,1,7,ACH,418,78,1
CUST_001628,2022-10-09,1,17.28,Annual,3,3,1,6,ACH,1048,82,1
CUST_001629,2022-11-21,54,46.53,Monthly,13,7,1,8,ACH,1085,88,1
CUST_001630,2024-12-25,25,15.97,Annual,7,9,0,8,ACH,877,81,1
CUST_001631,2026-04-29,2,145.9,Monthly,14,8,0,8,PayPal,1657,82,1
CUST_001632,2024-07-06,30,20.14,Monthly,5,12,0,5,Credit Card,1631,63,1
CUST_001633,2025-02-15,3,24.57,Quarterly,6,10,0,3,Invoice,320,55,0
CUST_001634,2026-04-04,58,36.1,Annual,13,9,0,4,ACH,805,61,0
CUST_001635,2023-03-27,21,34.16,Monthly,6,10,0,7,Invoice,598,75,0
CUST_001636,2024-08-31,25,89.16,Monthly,5,11,4,8,PayPal,1052,94,1
CUST_001637,2021-07-17,20,40.47,Annual,9,17,0,9,PayPal,705,78,1
CUST_001638,2024-02-18,49,19.36,Annual,9,9,1,5,Invoice,694,71,1
CUST_001639,2026-02-17,52,25.54,Quarterly,9,11,4,10,Credit Card,732,100,1
CUST_001640,2024-01-16,22,45.58,Quarterly,8,10,3,4,Invoice,1807,75,1
CUST_001641,2023-02-18,21,17.98,Annual,7,12,3,7,Credit Card,605,88,1
CUST_001642,2025-12-26,33,57.29,Monthly,9,12,1,10,ACH,247,93,1
CUST_001643,2026-03-22,52,51.71,Monthly,6,8,2,4,Credit Card,1730,72,1
CUST_001644,2022-07-23,38,72.71,Annual,6,13,2,3,Credit Card,1138,62,1
CUST_001645,2026-03-23,15,148.79,Monthly,5,11,3,4,ACH,930,74,1
CUST_001646,2023-10-12,58,131.67,Monthly,7,11,2,8,PayPal,693,89,0
CUST_001647,2026-03-30,58,156.01,Monthly,7,6,4,8,Credit Card,1759,99,1
CUST_001648,2023-06-27,46,24.03,Monthly,10,9,0,6,Credit Card,1271,71,0
CUST_001649,2021-09-05,52,17.05,Monthly,7,9,0,8,PayPal,1254,81,1
CUST_001650,2023-02-11,15,28.0,Monthly,8,9,2,4,Invoice,1101,71,1
CUST_001651,2023-08-09,46,122.73,Annual,9,7,2,3,Credit Card,786,68,0
CUST_001652,2022-07-01,25,188.87,Monthly,5,11,1,7,ACH,955,79,1
CUST_001653,2024-09-22,21,108.07,Monthly,13,12,1,6,PayPal,1302,73,0
CUST_001654,2021-11-22,24,15.83,Monthly,10,14,1,6,Credit Card,530,71,1
